"E1","E2","E3","E4","E5","E6"
50.4444089368575,49.9926901269835,49.1421737345559,51.1299029369024,49.1918722375283,49.4137156812777
51.5326615819759,49.5603261255887,50.7180660749756,49.3971169759998,50.2014075613356,51.1421310532498
50.8617418470812,49.2455016505134,50.7764342814034,51.023655207027,50.4982250076578,50.6105537973715
49.5979471491842,50.9327698363234,50.1695525846215,49.093929167045,49.5212484993197,50.5102817872338
49.7151122745287,49.8011663979202,48.2145434610753,50.5858484693602,51.2424282981213,49.737083958176
49.3684330298051,51.6585218595742,51.7191017952072,50.8442161654323,48.433482324618,49.569524524851
50.2618825780835,50.3456438909667,49.4902966407398,47.5175215128907,48.5317909603978,49.8545051548552
50.409320458207,49.6093925500294,50.9574337194113,50.0726822168673,48.7057759374328,49.6067389960439
50.6791322115051,NA,49.8267622613413,51.9829286675807,50.3924077988919,51.1185825827337
50.4172756547934,48.207641893887,48.691097998584,49.9187953344976,49.8542636767288,50.5058159614952
48.8938112352754,49.2719356096428,48.8747588702171,52.5301129045986,51.0462316392755,49.8396538093592
49.9952990438158,49.3820966882502,49.998449160087,50.5567696812483,49.4357698686385,49.2724087383967
49.6503007489212,50.3135602938575,49.1702177019925,51.3119822475621,51.9876711361614,49.8210396247556
50.3786765314358,49.1669889297701,49.5747750319065,51.2006050726925,50.4258495117614,50.9869599444418
49.7016561170434,50.6428709415292,50.1902867223037,49.6616662895117,48.6543138659438,48.7317583110416
49.600329181892,49.0406746878562,50.7225832186052,51.9220022917201,51.2841631981814,50.3555974477538
49.1815117877077,48.2922651056087,48.8656276850161,50.8515566524353,48.2464694009916,47.6112520279741
50.8421672959475,49.2724778799419,49.6468202236219,49.8510008593802,50.8227020831028,49.7232209164582
50.0031953173139,51.7933876060257,50.2270949336332,49.5047164091077,48.4091316162737,48.5289788921619
48.764084055416,49.9579218259634,49.4018234121039,49.9181622391593,49.0967870084645,49.2566902624062
50.081905108713,50.3074071406591,52.49625665558,50.728274030298,51.4849453932749,50.4638543542292
49.6083225512016,50.253410760348,48.8814459808248,49.4942233274453,47.3881530253546,49.2568405660115
50.1995006491026,49.0784903284728,49.2200349689201,51.3796741209521,51.1066889701629,49.6511061610816
49.6441348176509,48.8467836752818,50.6123337305055,49.5875220810178,49.9582429664824,50.4138601133718
51.0452804319645,49.3933386339154,51.2627257188149,52.1207945235821,48.2131859866168,47.7555503962813
50.3735955466178,NA,50.6361787992406,49.9035788971708,49.4709120109553,48.8355503096731
50.8699826629391,51.5464362515106,50.7552429518934,50.6417412729341,50.4939552425738,51.5726836239453
49.1484272134647,51.0725160577723,49.1253477203662,49.4919850992448,50.1947534459176,50.1993264012935
50.8997264508865,48.7904226329619,49.7601439921805,50.1472061061237,49.3111477679054,50.4768979649158
49.0459817551438,48.4102155987681,51.1807036264644,50.6036558813022,49.6009161444291,51.5109627223107
51.2539651230987,50.0960916325512,51.0087277190102,49.7406491487746,50.5122646852117,48.5478499955059
50.2115258946028,52.2521186329013,51.6281551705949,49.9414043067273,48.6299688626945,50.2390109064099
49.0845513486952,50.140690503002,51.8700953206099,49.543215268109,50.3675894363246,50.7927783044307
51.4432362096906,51.0650608511037,49.2955941186686,47.9663694019351,50.9034410344081,49.8032545089508
49.2288606896673,49.2484958436254,50.8657165317239,49.016540579016,50.1485309572906,49.0426773256674
50.5593734644466,48.9806175262124,48.8593758329209,50.2784238243996,51.0851191032931,49.0502103159094
NA,50.8900599015921,51.8390617587663,51.9926134102579,50.5404789676529,49.5158068537467
50.6216183444792,50.5484920658845,49.4755296699854,50.365426053766,49.9544510896633,48.6654096709761
51.3534246700667,49.3587222396653,50.0272685838455,50.9655520180358,50.1637792059205,49.9628118380847
NA,50.9213979033941,51.464474365327,50.8012994101714,50.0344092665148,48.4484989426204
50.156960574903,49.3652168287547,50.017756952884,49.6896312983217,48.3776532550984,51.8645625246758
51.0108183874329,49.3403424130724,49.8432296745553,50.1497273491618,49.3812697038728,48.105464154096
50.3098353749412,50.9254857459269,50.3334486393941,48.7535026851997,50.4365173349524,51.9557056595287
49.1936253620475,50.1421048103413,50.5441773596394,49.8649088966668,49.9907002357678,49.6289295741053
50.1217451558419,48.7240632505696,49.5427012459981,50.0855769425738,50.115849432313,50.4848239283736
51.0384389725784,51.8763485187561,50.4922960703166,52.4897052426828,49.8874981470703,48.7866282281842
49.1391534850805,49.4825091060054,50.5527531225901,50.1316099214804,49.2834892933016,49.2400223384281
50.0082197973733,49.1224897358734,51.1078882528269,51.3383646453174,48.5457362976685,49.2054694691812
50.4378889829778,48.8619205736245,51.0476239236157,48.6897388419254,50.6763825224007,49.9529851228299
49.9334493652894,51.2826222797776,49.7278449191845,52.7217359756281,47.7582011292421,50.9747536878196
NA,50.9495027885606,49.1481550543149,47.9923531614728,50.0961086742715,50.9440384406103
51.7793965753553,49.554922911332,50.4311259879318,49.8004395855469,50.1679053265695,51.3675693542194
49.3515856390189,50.5476001463193,49.6413636735753,50.622004906744,49.4486144124885,50.8942792328132
50.5878339901518,49.2316925751994,49.6559114340584,50.0565198630413,50.4634624992952,49.0665079029971
50.213767873075,52.0979358129913,48.7696325071091,48.8070858936271,49.1402389892944,49.0506656097606
49.1120759608973,50.0602398579673,49.0104823570024,50.6380000714051,49.8601860410647,48.7998982095707
51.4865329061061,49.041389251525,49.4604227020817,51.4070678812956,49.3472991907137,50.9512546100866
52.0335361579612,50.398517484162,48.5095534082863,48.0195810978399,51.8369922913401,50.6017792194472
51.2017978747884,48.4650922541828,49.362522080352,50.6607540147963,51.2024377265154,48.69244906224
49.8275408524168,50.4846433091515,50.0480351324254,49.0864280479436,50.9606793590935,50.2056935830783
49.2413296542054,50.7831433996288,48.7914748199065,48.7274987778393,48.5413610334032,50.2439132744665
48.5740682366898,50.4509220610597,49.3252988359469,NA,49.81559793284,50.0445638693072
50.3436072832174,50.2855929413737,50.5611460585518,50.5614789323122,49.7391360658709,49.9337465452203
49.3950110754271,50.5848193297874,49.3906536790725,50.5465181088987,50.0999656456227,51.2982342615115
51.1057415699226,51.4277287893778,50.6230640931117,50.851156287896,50.1666992416233,50.7474262676276
49.9435647891871,49.5118590886226,49.0907778715208,52.0294229917167,49.7973479184665,51.3695178885443
50.8541790398685,50.150407001955,50.6154679167591,50.1699716467713,49.5444765976798,49.9022505701192
49.8641542294471,47.7972802616942,49.3072585997005,51.7668555907102,52.1633789533344,52.0291361191989
48.9804299054633,49.0399843725511,50.8521967951735,48.6243499205867,50.6721285521155,48.7890533391845
49.2863493589575,50.5833556308645,49.4789008660895,49.5440441205927,50.2937104898311,51.3145715655388
49.2992748461054,49.760012747032,50.5310738780536,50.1577102256736,49.28967798659,49.5831384581244
49.6219870372724,49.223965945667,51.242801768503,NA,50.5795922062167,51.7021990072947
50.4959835189263,50.4908579290485,49.6872661215092,48.9728096348468,50.9699955240236,49.2128920184378
48.69563051353,50.2423464363825,50.5504716437284,47.7171259882914,50.7373752656103,49.6285778706031
50.5573731737557,50.8705719799579,52.2428172839074,49.438689692437,49.9718656693187,50.5022336403868
50.6846131365772,50.8976547768617,50.2112338649011,50.4265513906893,51.6216289654831,50.8741822439636
49.0735457912623,49.6560516966685,49.5008066944072,49.5478297247904,50.219117536632,51.1045095485865
49.9660162038962,49.050624285905,50.8233727712872,50.2426427995372,49.9892458434628,50.6985640053531
49.5097712884455,49.2413966068685,49.9106202353235,52.72344524704,50.0950185400753,50.2757611923677
50.5440772948815,50.9647852682388,49.3064805684526,NA,48.9945508223515,49.7321757324197
50.8489049845604,51.6992496634648,49.5510339779384,49.0615667988427,49.6419150002949,48.3208280819426
50.3932649919945,49.6225858278147,50.5683906526064,50.5402742067071,51.298424247391,51.1968160940964
50.4657083322516,50.9640539796204,50.4947187405095,48.8763083370402,53.414116171377,49.7370837808624
48.6301700540972,49.2799316410695,48.079092502634,51.1042710936717,49.8816529861497,49.4579099395963
49.1312649923051,49.7631155630709,50.5339770502466,51.7055703954528,49.2184298864462,51.2485936043972
49.9209398690853,50.3226446586045,48.8696180054228,49.017421069726,49.3382541641033,50.1021665480738
47.6912739571069,48.5391764186741,50.5857134163983,51.1451049479188,48.7551923316099,NA
49.8980104614066,50.0104481127213,49.2595170830235,50.1365248004678,48.8057965709907,47.6698466854714
49.8561392904812,49.8647108655494,50.7516654887321,49.0224296543002,50.1131220911385,49.5206339456398
49.3361690531286,49.9387338720934,49.1236537692712,49.8716482257401,48.9601348906632,48.8965683594686
48.0190113409855,49.1750256889046,48.9611310044938,50.5427473581143,52.7006296778032,48.6179414024791
50.1399454947291,49.7300707049624,50.7665281674169,48.0081621329489,50.329406160821,50.493413672198
49.8577722259899,52.0508939256765,48.894158507008,51.4374827707412,51.6045597084459,50.6650113516286
50.26896616561,48.8004124275332,49.009951434445,52.6266994775342,51.3294588635631,48.9362776334994
48.8365598844832,50.4990597712208,49.8721095757815,50.351390708095,49.1326710826778,50.3127367554282
50.7334518683984,50.0468765253271,49.9550152142008,50.4954847057632,50.7570452709158,50.7730667474219
50.8600033297065,51.2208541062345,51.7291341619519,49.8046614154736,51.3351975937582,49.433188531325
48.7079781602552,50.1513844020277,49.9774259255795,50.4931455024306,51.139973276887,50.643735282453
48.6952435972274,48.2205804021894,49.9884028313545,50.0417113227106,48.7889049342754,50.065378817304
48.0074831112033,48.7983307569556,50.3854413667995,50.5118702277715,48.86750094578,49.7949944897777
49.3078146714043,51.87174293439,49.8602913847862,50.075302662032,49.3822876914793,50.1274830488094
50.8838139690478,49.5476578431408,50.7199921380083,50.5496189532792,50.0385630309909,49.8653854213526
50.783095678825,49.0945213926634,51.1489602028421,49.1066269555511,49.2638416027378,50.0211402285803
48.9491286768185,48.8217917175471,49.9214480677505,49.472126143058,50.1821838681036,49.3119666554341
51.0465855550789,48.572818304371,49.7424224994048,50.9376638965688,48.7800715580065,49.1811179942554
50.4391200631437,52.1296479555373,48.8207424045994,50.2729944862675,49.5073403717396,49.4949545739814
47.5543277951057,51.7875365127435,49.1193107358269,48.4885028111114,51.8556739714162,48.7946526657105
50.0921600616196,49.1457386077741,49.3537074414492,50.7750510553707,51.3956048657275,48.9544533097016
51.1499502865722,51.2245363895677,49.1000214629848,48.5122322955986,50.9220315687551,49.9074298104226
50.4630155355697,50.3962438662077,49.3720135987397,48.8647410493274,50.3636678425136,50.6803570489614
50.5667459953945,52.0439747493173,51.356229850386,48.5720408898788,48.7779742706614,48.1659548503531
50.1294428700493,50.5735377279907,49.8608336354928,50.3456845137572,50.0105636418154,50.3618982715898
48.5894627395917,49.819697454859,48.8362804569635,50.7851465350981,50.5135491509802,50.8852592373094
49.6909583994026,48.8344039606621,50.5841935552806,50.1464096067706,49.9240575901077,51.0923263141091
51.6410430956171,48.7946235081973,49.377467888464,49.4198523191921,49.6091587082947,50.1675385155905
49.9020845597857,49.8472465026969,49.8689952873285,48.9426653494304,49.3123638886591,52.0052029119662
NA,50.2526717108358,51.8715733433012,49.765873091672,50.3610000790202,50.7254156470507
49.072764160788,49.9282089243881,48.302053631191,50.1733160747584,48.679281000189,51.0842853638944
49.8102543888212,50.0507069051677,49.8495518235994,49.5607371457678,49.8460815712719,49.5000629238487
NA,50.3121556372123,50.1864683558944,49.7565702935898,51.0744841818067,51.0413748631982
49.7877343073525,48.7337920592272,50.7233578243506,51.9951338445349,51.3171649480991,50.7794162933235
51.0001631692357,49.2875362023376,49.3879613982416,51.5543440000534,51.0291175375181,50.7071627395873
52.3323837525716,48.4468307017964,49.7441753865579,50.2235189373304,50.0355078840656,49.3539204875869
49.7974359969176,48.1768204068431,49.8321288082476,49.7316979948181,50.1023785443513,50.271093253748
50.1918159235721,52.0622165921728,50.7210815191571,50.1408539811764,50.2812537563337,47.841686301076
49.7003656407309,51.0825967829602,50.6810337835944,50.7935199947683,NA,49.6639151284958
50.4480904583833,51.3555133098109,51.3859034910476,49.6749080249492,49.5144494581165,51.2923687295123
51.4242841302741,48.5241199819576,49.1144276999006,49.4225244064666,48.1044087921074,48.4820803455676
51.0708595616962,47.5362264952995,50.9701881214514,48.8994063984409,49.3317116717676,49.3785068582181
50.4781985057092,49.883177244464,49.667917199178,50.8101242773004,49.3249180979708,50.41164917055
49.47333538521,52.3465433985565,49.0556833505499,49.8195340290479,49.533345651259,50.383083448529
49.7255418178577,49.1959720624107,48.7579387136057,51.1529060003168,51.6101477115772,52.0955566434162
49.5023057992066,50.9476533365189,49.7474368811344,50.675582461551,50.9551711392089,51.9597651585588
49.7118044949813,51.7948816667563,49.8393584192467,48.9175463045287,48.6004638289661,48.8700033054928
49.9687373165839,49.2976000371438,51.7009271455193,51.8031929913177,48.5120632496576,50.6035728113366
48.8340878906834,51.6773608285097,50.2942210886886,50.8100184948808,49.5602547434411,50.476375505464
50.1643237207763,50.7578763148181,50.247307995178,49.0306273641515,49.69386688734,50.6486543341272
49.187387932818,50.0634973395261,50.440174841805,48.6310425471631,49.2768688878682,47.4758952787998
48.1993123283674,50.9110081056957,48.1523041768749,49.7614489172257,52.2811675392094,51.4508550367646
49.7244269438,49.6669974296849,49.2167839412789,49.7390355511273,50.1635635998591,49.2906183069757
49.8817978120838,51.0495877116395,50.2429481236785,49.8761736900296,51.0573522886782,48.0551312364229
49.988567040478,49.6903638406119,49.1225286637476,50.9681233548554,51.0802253005747,49.5783608198623
48.5927828904011,48.8789623882753,49.9832641320295,49.4851267807025,50.7008842909405,50.2255493049083
48.4200105218042,48.5867312320316,49.2288587921391,48.7428744566,48.7598924585227,49.0701598730839
49.9760920047696,47.9823813529384,48.3012138055611,50.1645874067415,50.2666481650633,51.2127983519102
50.3629330904226,49.2696179319242,47.7717699086778,50.6969639507584,50.7047047646518,47.0163896462455
49.3265908491914,51.3457684373312,48.9680861380429,50.6319216666126,50.0417476866572,51.2933238510215
49.9483006165358,51.9480098764263,51.3199435993654,50.5723835595227,50.3666029573843,49.6751577711486
49.4829361791255,50.0057523161485,49.917192523307,47.6470133820823,51.1809723688426,48.4946890797767
50.8550784669983,49.6677118934699,49.4463713384799,52.8782145069072,49.8546636750237,50.8258342885001
50.3963879272948,50.4796029722965,51.5018666823816,49.8107130962993,49.0448579804155,50.3251294524701
51.8973639219367,49.8481228956466,49.5527741326978,49.5396584584488,50.1242850946797,49.4493831031017
49.6896755778877,50.1629871558431,50.8920412622978,50.1910644761178,49.5627085928249,50.9290013977481
51.2461496479341,50.5946132194914,48.4371798704656,48.8198020253771,48.1688362849742,49.4317392788651
51.2279347915847,48.4074917498598,51.5245491099144,49.8916218998456,51.9716046317389,50.9638864863112
49.5917328730005,50.6237461578473,50.1279991639495,48.8740006137955,50.1780794050312,49.7799712276226
50.0808365292382,49.9205038965665,50.2744442363789,49.6139089115742,49.2439064219746,50.8493608586658
50.5196021410578,49.0602307549218,48.1382993627098,50.2704226651331,50.7776009367566,49.5769355045641
51.3207494328002,49.3792422678195,50.4132922025518,50.4833483069371,50.05231589091,50.7821787246287
52.1338937935989,51.185126269384,49.7965018881162,49.401432404455,50.359359429777,49.9539804424643
49.4034275128732,50.3382616897648,48.9210286591938,50.2032626637137,50.0838413219033,51.6057160923513
48.9114142473713,50.3220591798418,50.1233151852006,50.9124425071826,49.8863379580825,49.9883343157881
50.5630398238044,47.9050980541125,48.3868487790972,51.4422697463351,51.6873437184751,51.2498591896965
49.2556468471652,50.5303007189107,50.5687759589867,49.9977420309141,48.777790088592,48.879922150779
48.6089222062691,48.458372654809,49.2653614937946,49.4525682160705,49.2037237566696,50.667121643139
49.4186566366301,51.1071753815668,51.1909036826791,49.2019892861866,50.6554916577715,50.1753259522811
51.0473091155083,48.8560331415829,52.3207336029933,50.0657690511838,50.6687576823343,51.025295253826
48.3813909218182,49.7886273476493,49.746092722511,51.0354330716941,49.320205641164,51.6432387874076
48.3553895360393,50.3414101076359,50.5459316630268,49.837523847369,49.2607306687845,49.9681289249026
49.5938832347365,50.6088992808743,49.6005680172466,49.7109897828648,48.6810089624665,49.2013503067761
49.8462384010559,51.0643088993069,51.8500483757271,51.2180644454319,50.8938702898785,52.2575782801433
50.7074331266485,49.529390814044,50.0909510754139,49.6536788904762,49.3392888065441,NA
49.2372756225022,49.8516765327077,49.475678366984,49.849738956647,49.5230495544767,49.9558179279421
50.6224451906198,50.8193071102068,51.8449221725898,48.908616247802,50.7201991921465,50.8987609947857
51.2028904070558,50.3931422960689,49.3765234214758,50.6282573012848,49.3723677794085,49.1975640386665
49.1211038802375,49.0729337375228,50.5307679589843,49.0015621986519,49.3198330711097,51.656332139406
51.0266711387761,49.8337217655985,48.5221618495885,51.6019048210237,49.6188541980064,50.3984187028821
49.5481115656417,49.2239370728164,49.7515003660216,48.1269916929483,49.716595752273,48.7384956554393
50.1510404724226,48.1967686975123,49.8759191610978,49.3898125817004,51.7669836073441,NA
51.8968519765897,49.4391543833905,49.7343676410457,49.5628354860383,49.4580337316333,50.8360551851246
50.1436659790791,50.8648659521798,50.4943644695484,50.6876046014104,49.4900521259914,48.6630440437639
49.8587482088767,49.0360856676434,49.5678271129829,49.8234242043896,50.0630370628687,49.7154136501232
49.0803266221382,50.3326534603413,50.2022916811843,50.1869737618202,48.4880187130376,48.6807699249354
49.6608284379805,50.7688508362014,50.4513521558764,49.9748248216408,49.8971368505062,51.9366290211732
48.3649355364589,50.6568204167769,49.6249373234218,49.0688097328553,49.1437743058795,51.12313418718
50.6921958206715,51.8256447558289,51.6924357962252,50.2052335170664,48.4268670701254,51.6613423233715
51.8703096289506,50.2208964770714,48.9148638666978,49.2784765550473,49.8519783386417,49.5459987133843
50.6214287351852,49.6853608437384,48.3886087760097,50.0031615715086,48.614326018857,50.5305456719198
48.9216681854957,50.3948428161935,49.4372093945916,50.1773800155531,48.6368898843238,50.3623508446906
50.6997201978585,50.7991922147232,50.0111190857869,50.6014396687394,49.3863081456791,49.9933975343655
50.2033068857312,50.941146233894,50.9554394390975,51.7906355112124,51.0962648368638,49.7714202057295
49.7379953197987,51.1965229749046,48.9701545647446,49.3620666593402,48.8334471180034,50.6495979679536
49.5436581500287,50.6745334926769,NA,49.8317940714344,49.5439111891404,50.3840616011531
50.8142008593553,49.1611323490082,49.6208463008388,48.7459733744302,48.6746576040955,50.0986786508015
50.0939427343876,49.4922280640809,49.0206582004065,50.4668642213632,51.2009787778224,49.7187669910986
50.0255889901077,49.982442617132,49.0202393460762,50.7104223412933,51.1857299041995,50.9473211825346
48.6231099000642,48.9934375848625,50.3259993023242,50.3337274941794,49.3742391267303,48.7364656186209
49.5087918147038,50.2064809203256,51.2756078144062,51.0208844704018,48.518386903796,50.8637635807777
49.8451708494529,52.3121410930662,48.1226212704794,49.094979955512,49.173540451508,51.6527722021402
48.7168332477727,50.804831023423,51.1741191011901,50.6646636098003,51.2268145126591,NA
50.3297642380015,50.2433779841003,49.2837388247882,51.4465229002913,49.7258531666754,49.6759654927768
49.8088212721317,50.9367069808311,51.7572547875443,50.9967111451881,50.6126582821192,50.3281595717215
50.449370724836,49.2348314945192,50.1529131331817,49.8548178251345,47.9056291171862,49.3840284415359
49.18762300885,51.1460743326117,50.2794323263262,48.440728650686,49.8836854086212,50.6084391707057
49.8094797943502,49.3796124534311,50.1577648377735,50.7120748401637,51.9729336115603,50.7263826256705
48.3299911500981,49.5559376626891,49.4968003265026,48.5987012556255,48.9826735589507,49.911037492966
50.3361040085002,49.8810026371181,50.7148034657065,51.7204204178414,50.8205071812538,50.4248102948361
50.1750749864225,49.759046439353,48.5399941801438,49.6463634692,49.4828650003462,49.1800023009341
50.2341403705806,50.5225449626308,50.1491096960926,50.2078674912656,49.5751220926593,49.8117013108508
51.1353424995633,48.4570811510428,51.2118066485283,50.0553024751146,48.8560643720608,50.7000402580476
49.4894903771907,50.9645638515336,51.1135586709558,51.5384266331597,51.2523728778988,51.5091680609685
49.5145788656346,49.6285781837634,50.7438131011772,51.3746273188916,49.3373527586223,51.0648410645406
49.131226524623,49.4300041477476,50.7039802638285,49.1190174675239,49.8451004038213,48.6489761675293
50.5569246580482,49.3377751752851,48.360991977731,51.0012455911785,49.8341096700321,51.9145223918824
50.1572734695672,50.6426100080534,52.1425658619727,50.1591272575725,48.2194095172535,49.2285558811249
